,sex,jbstatus,age,tenure,ethnicity,ManMot1,ManMot2,ManMot3,ManMot4,ocb1,ocb2,ocb3,ocb4,aut1,aut2,aut3,Justice1,Justice2,Justice3,JobSat1,JobSat2,Quit1,Quit2,Quit3,Man1,Man2,Man3,Eng1,Eng2,Eng3,Eng4,pos1,pos2,pos3
306,female,permanent,31-35,3.0,White British,strongly disagree,strongly disagree,strongly disagree,strongly disagree,I frequently do this,I frequently do this,I frequently do this,I never do this,agree,agree,agree,neither,neither,neither,agree,neither,disagree,disagree,disagree,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
307,female,permanent,51-55,5.0,White British,disagree,agree,disagree,agree,I frequently do this,I sometimes do this,I always do this,I always do this,strongly agree,agree,strongly agree,neither,neither,neither,agree,agree,neither,neither,neither,neither,neither,neither,disagree,neither,neither,disagree,disagree,disagree,disagree
308,female,permanent,56 +,2.5,White British,agree,strongly agree,agree,strongly agree,I always do this,I occasionally do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,neither,neither,neither,neither,neither,neither,neither
309,female,permanent,51-55,6.5,White British,disagree,neither,disagree,disagree,I frequently do this,I frequently do this,I frequently do this,I sometimes do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,agree,neither,neither,neither,neither,neither,neither,neither,neither
310,female,permanent,51-55,,White British,disagree,neither,disagree,neither,I always do this,I sometimes do this,I always do this,I frequently do this,strongly agree,neither,agree,neither,neither,disagree,neither,neither,neither,neither,neither,neither,neither,neither,agree,agree,agree,,neither,disagree,disagree
311,female,permanent,26-30,1.2,White British,neither,strongly agree,agree,strongly agree,I frequently do this,I frequently do this,I always do this,I never do this,agree,agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,,,,neither,neither,neither,neither,agree,agree,disagree,strongly disagree,strongly disagree,strongly disagree
312,male,permanent,46-50,5.0,White - Other,agree,agree,agree,agree,I always do this,I frequently do this,I always do this,I never do this,agree,agree,agree,disagree,disagree,disagree,agree,neither,disagree,disagree,disagree,neither,neither,neither,agree,agree,agree,agree,neither,neither,neither
313,male,permanent,56 +,1.0,White British,agree,strongly agree,strongly agree,strongly agree,I frequently do this,I always do this,I sometimes do this,I occasionally do this,agree,agree,agree,agree,agree,agree,,agree,strongly disagree,strongly disagree,disagree,strongly agree,strongly agree,strongly agree,agree,agree,agree,agree,disagree,agree,strongly agree
314,male,permanent,46-50,3.0,Mixed other,agree,strongly agree,agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I sometimes do this,agree,agree,agree,neither,neither,neither,neither,neither,disagree,disagree,disagree,agree,neither,neither,disagree,neither,neither,disagree,disagree,disagree,disagree
315,male,permanent,less than 20,13.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I always do this,strongly agree,strongly agree,strongly agree,disagree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,,neither,neither
316,male,permanent,46-50,2.0,White British,agree,agree,neither,agree,I sometimes do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,neither,neither,agree,agree,neither,disagree,neither,agree,agree,agree,neither,neither,neither,neither,neither,neither,neither
317,male,permanent,31-35,2.0,White British,agree,strongly agree,agree,agree,I always do this,I frequently do this,I frequently do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,agree,neither,agree,agree,agree,neither,neither,neither
318,female,permanent,31-35,1.0,White British,agree,agree,agree,agree,I frequently do this,I sometimes do this,I always do this,I occasionally do this,disagree,disagree,disagree,neither,neither,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,disagree,agree,neither,neither
319,male,temporary,26-30,0.2,White British,strongly disagree,strongly disagree,strongly disagree,strongly disagree,I always do this,I always do this,I always do this,I always do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,agree,agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,neither,neither,neither
320,female,permanent,56 +,18.0,White British,agree,strongly agree,agree,strongly agree,I frequently do this,I sometimes do this,I frequently do this,I never do this,strongly agree,strongly agree,strongly agree,agree,agree,agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree
321,male,permanent,46-50,2.0,White British,strongly agree,strongly agree,agree,agree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,neither,agree,neither,neither,agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
322,female,permanent,31-35,1.3,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I sometimes do this,I sometimes do this,strongly agree,agree,agree,disagree,neither,disagree,agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,agree,agree,agree,disagree,disagree,disagree
323,male,permanent,36-40,2.5,White British,agree,strongly agree,strongly agree,strongly agree,I frequently do this,I always do this,I always do this,I frequently do this,agree,agree,agree,neither,strongly disagree,strongly disagree,disagree,disagree,strongly disagree,disagree,disagree,disagree,neither,neither,strongly agree,strongly agree,strongly agree,strongly agree,agree,agree,agree
324,female,permanent,41-45,10.0,White British,disagree,agree,disagree,neither,I always do this,I always do this,I sometimes do this,I never do this,agree,agree,agree,neither,neither,neither,agree,agree,disagree,disagree,disagree,neither,neither,disagree,agree,strongly agree,agree,agree,neither,neither,disagree
325,female,permanent,20-25,1.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I always do this,I occasionally do this,agree,strongly agree,strongly agree,agree,neither,neither,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,agree,neither,,neither,agree,agree,agree
326,female,permanent,26-30,2.5,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I frequently do this,disagree,disagree,agree,disagree,disagree,disagree,disagree,strongly disagree,disagree,disagree,disagree,disagree,neither,neither,agree,disagree,neither,disagree,strongly disagree,strongly disagree,strongly disagree
327,female,permanent,36-40,3.5,White British,agree,strongly agree,agree,strongly agree,I always do this,I frequently do this,I frequently do this,I occasionally do this,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,neither,agree,agree,agree,agree,agree,agree
328,female,permanent,20-25,2.0,White British,neither,agree,disagree,neither,I always do this,I always do this,I always do this,I frequently do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,agree,strongly agree,agree,agree,strongly agree,agree,agree,neither
329,female,permanent,41-45,6.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I frequently do this,I sometimes do this,I occasionally do this,I occasionally do this,agree,agree,agree,agree,agree,neither,agree,agree,neither,neither,neither,agree,agree,agree,neither,neither,neither,agree,neither,neither,neither
330,female,permanent,41-45,2.5,White British,neither,strongly agree,neither,strongly agree,I frequently do this,I always do this,I frequently do this,I never do this,agree,neither,agree,disagree,disagree,disagree,strongly agree,agree,disagree,disagree,disagree,neither,neither,neither,neither,neither,,neither,neither,neither,neither
331,female,permanent,41-45,2.0,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I always do this,I frequently do this,I sometimes do this,agree,agree,agree,disagree,neither,disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,agree,agree,agree,strongly agree,agree,neither,strongly agree,strongly agree,neither,agree
332,female,permanent,46-50,2.75,White British,agree,strongly agree,agree,strongly agree,I frequently do this,I never do this,I never do this,I never do this,strongly agree,strongly agree,strongly agree,neither,neither,neither,strongly agree,agree,strongly disagree,strongly disagree,strongly disagree,agree,neither,agree,strongly agree,strongly agree,strongly agree,strongly agree,neither,neither,neither
333,female,permanent,46-50,0.8,White British,strongly agree,strongly agree,strongly agree,strongly agree,I always do this,I frequently do this,I frequently do this,I occasionally do this,,,,,,,,,neither,neither,neither,strongly agree,strongly agree,strongly agree,neither,neither,neither,neither,neither,neither,neither
334,female,permanent,46-50,0.5,White British,agree,agree,agree,agree,I frequently do this,I frequently do this,I frequently do this,I always do this,agree,agree,agree,neither,neither,neither,strongly agree,strongly agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,neither,neither,neither
335,female,permanent,56 +,5.0,White British,agree,strongly agree,agree,strongly agree,I frequently do this,I sometimes do this,I sometimes do this,I occasionally do this,agree,agree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,disagree
336,female,permanent,31-35,2.0,White British,neither,agree,neither,neither,I frequently do this,I sometimes do this,I frequently do this,I sometimes do this,agree,agree,agree,disagree,disagree,disagree,agree,agree,disagree,disagree,disagree,neither,neither,neither,disagree,agree,neither,agree,neither,neither,neither
